"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1078","mandaron","1",2,11188,0.000178762960314623,-8.6294498737619
"1079","mandas","1",2,11188,0.000178762960314623,-8.6294498737619
"1080","manejando","1",2,11188,0.000178762960314623,-8.6294498737619
"1081","manejar","1",2,11188,0.000178762960314623,-8.6294498737619
"1082","mantiene","1",2,11188,0.000178762960314623,-8.6294498737619
"1083","manuperezruiz","1",2,11188,0.000178762960314623,-8.6294498737619
"1084","marcan","1",2,11188,0.000178762960314623,-8.6294498737619
"1085","marcha","1",2,11188,0.000178762960314623,-8.6294498737619
"1086","mari","1",2,11188,0.000178762960314623,-8.6294498737619
"1087","marisun","1",2,11188,0.000178762960314623,-8.6294498737619
"1088","matheusesaguila","1",2,11188,0.000178762960314623,-8.6294498737619
"1089","mdd","1",2,11188,0.000178762960314623,-8.6294498737619
"1090","media","1",2,11188,0.000178762960314623,-8.6294498737619
"1091","mediana","1",2,11188,0.000178762960314623,-8.6294498737619
"1092","medio","1",2,11188,0.000178762960314623,-8.6294498737619
"1093","mediocres","1",2,11188,0.000178762960314623,-8.6294498737619
"1094","medios","1",2,11188,0.000178762960314623,-8.6294498737619
"1095","mega","1",2,11188,0.000178762960314623,-8.6294498737619
"1096","melndez","1",2,11188,0.000178762960314623,-8.6294498737619
"1097","membresiaazulcrema","1",2,11188,0.000178762960314623,-8.6294498737619
"1098","memo","1",2,11188,0.000178762960314623,-8.6294498737619
"1099","memooooooo","1",2,11188,0.000178762960314623,-8.6294498737619
"1100","merecia","1",2,11188,0.000178762960314623,-8.6294498737619
"1101","merica","1",2,11188,0.000178762960314623,-8.6294498737619
"1102","mete","1",2,11188,0.000178762960314623,-8.6294498737619
"1103","mex","1",2,11188,0.000178762960314623,-8.6294498737619
"1104","mexicoapertura","1",2,11188,0.000178762960314623,-8.6294498737619
"1105","mierda","1",2,11188,0.000178762960314623,-8.6294498737619
"1106","miguelherrera","1",2,11188,0.000178762960314623,-8.6294498737619
"1107","miguelsamudio","1",2,11188,0.000178762960314623,-8.6294498737619
"1108","milk","1",2,11188,0.000178762960314623,-8.6294498737619
"1109","minuto","1",2,11188,0.000178762960314623,-8.6294498737619
"1110","mio","1",2,11188,0.000178762960314623,-8.6294498737619
"1111","miradas","1",2,11188,0.000178762960314623,-8.6294498737619
"1112","miryamtepox","1",2,11188,0.000178762960314623,-8.6294498737619
"1113","mistica","1",2,11188,0.000178762960314623,-8.6294498737619
"1114","mls","1",2,11188,0.000178762960314623,-8.6294498737619
"1115","mnts","1",2,11188,0.000178762960314623,-8.6294498737619
"1116","modric","1",2,11188,0.000178762960314623,-8.6294498737619
"1117","moises","1",2,11188,0.000178762960314623,-8.6294498737619
"1118","monos","1",2,11188,0.000178762960314623,-8.6294498737619
"1119","monterrey","1",2,11188,0.000178762960314623,-8.6294498737619
"1120","motivando","1",2,11188,0.000178762960314623,-8.6294498737619
"1121","mover","1",2,11188,0.000178762960314623,-8.6294498737619
"1122","moymu","1",2,11188,0.000178762960314623,-8.6294498737619
"1123","mucha","1",2,11188,0.000178762960314623,-8.6294498737619
"1124","muchachos","1",2,11188,0.000178762960314623,-8.6294498737619
"1125","muerte","2",3,11188,0.000268144440471934,-8.22398476565374
"1126","mueva","1",2,11188,0.000178762960314623,-8.6294498737619
"1127","mundo","1",2,11188,0.000178762960314623,-8.6294498737619
"1128","munoz","1",2,11188,0.000178762960314623,-8.6294498737619
"1129","murcielagosfc","1",2,11188,0.000178762960314623,-8.6294498737619
"1130","music","1",2,11188,0.000178762960314623,-8.6294498737619
"1131","nacional","2",3,11188,0.000268144440471934,-8.22398476565374
"1132","naco","1",2,11188,0.000178762960314623,-8.6294498737619
"1133","nadie","1",2,11188,0.000178762960314623,-8.6294498737619
"1134","nahitan","1",2,11188,0.000178762960314623,-8.6294498737619
"1135","necesita","1",2,11188,0.000178762960314623,-8.6294498737619
"1136","necesitamos","1",2,11188,0.000178762960314623,-8.6294498737619
"1137","negociacion","1",2,11188,0.000178762960314623,-8.6294498737619
"1138","negociaciones","1",2,11188,0.000178762960314623,-8.6294498737619
"1139","nene","1",2,11188,0.000178762960314623,-8.6294498737619
"1140","new","1",2,11188,0.000178762960314623,-8.6294498737619
"1141","ngeles","1",2,11188,0.000178762960314623,-8.6294498737619
"1142","nidosatelite","1",2,11188,0.000178762960314623,-8.6294498737619
"1143","nina","1",2,11188,0.000178762960314623,-8.6294498737619
"1144","nis","1",2,11188,0.000178762960314623,-8.6294498737619
"1145","nittron","1",2,11188,0.000178762960314623,-8.6294498737619
"1146","noble","1",2,11188,0.000178762960314623,-8.6294498737619
"1147","nochedebemos","1",2,11188,0.000178762960314623,-8.6294498737619
"1148","nochespasion","1",2,11188,0.000178762960314623,-8.6294498737619
"1149","nod","1",2,11188,0.000178762960314623,-8.6294498737619
"1150","nomina","1",2,11188,0.000178762960314623,-8.6294498737619
"1151","norte","1",2,11188,0.000178762960314623,-8.6294498737619
"1152","nosotras","1",2,11188,0.000178762960314623,-8.6294498737619
"1153","notas","1",2,11188,0.000178762960314623,-8.6294498737619
"1154","noticia","1",2,11188,0.000178762960314623,-8.6294498737619
"1155","notorio","1",2,11188,0.000178762960314623,-8.6294498737619
"1156","nows","1",2,11188,0.000178762960314623,-8.6294498737619
"1157","nsfw","1",2,11188,0.000178762960314623,-8.6294498737619
"1158","nublada","1",2,11188,0.000178762960314623,-8.6294498737619
"1159","nueve","1",2,11188,0.000178762960314623,-8.6294498737619
"1160","objetivo","1",2,11188,0.000178762960314623,-8.6294498737619
"1161","oferta","1",2,11188,0.000178762960314623,-8.6294498737619
"1162","official","1",2,11188,0.000178762960314623,-8.6294498737619
"1163","ofial","1",2,11188,0.000178762960314623,-8.6294498737619
"1164","ohigginsoficial","1",2,11188,0.000178762960314623,-8.6294498737619
"1165","ojo","1",2,11188,0.000178762960314623,-8.6294498737619
"1166","olmes","1",2,11188,0.000178762960314623,-8.6294498737619
"1167","olvidar","1",2,11188,0.000178762960314623,-8.6294498737619
"1168","olvides","1",2,11188,0.000178762960314623,-8.6294498737619
"1169","onda","1",2,11188,0.000178762960314623,-8.6294498737619
"1170","online","1",2,11188,0.000178762960314623,-8.6294498737619
"1171","oriento","1",2,11188,0.000178762960314623,-8.6294498737619
"1172","orion","1",2,11188,0.000178762960314623,-8.6294498737619
"1173","orozco","1",2,11188,0.000178762960314623,-8.6294498737619
"1174","osmilaaaan","1",2,11188,0.000178762960314623,-8.6294498737619
"1175","out","1",2,11188,0.000178762960314623,-8.6294498737619
"1176","pa","1",2,11188,0.000178762960314623,-8.6294498737619
"1177","pablito","1",2,11188,0.000178762960314623,-8.6294498737619
"1178","pabloaguilar","1",2,11188,0.000178762960314623,-8.6294498737619
"1179","padre","1",2,11188,0.000178762960314623,-8.6294498737619
"1180","pagina","1",2,11188,0.000178762960314623,-8.6294498737619
"1181","palabras","1",2,11188,0.000178762960314623,-8.6294498737619
"1182","palco","2",3,11188,0.000268144440471934,-8.22398476565374
"1183","palo","1",2,11188,0.000178762960314623,-8.6294498737619
"1184","pap","1",2,11188,0.000178762960314623,-8.6294498737619
"1185","parar","1",2,11188,0.000178762960314623,-8.6294498737619
"1186","pareciendo","1",2,11188,0.000178762960314623,-8.6294498737619
"1187","paridera","1",2,11188,0.000178762960314623,-8.6294498737619
"1188","partes","1",2,11188,0.000178762960314623,-8.6294498737619
"1189","participacion","1",2,11188,0.000178762960314623,-8.6294498737619
"1190","partidazo","1",2,11188,0.000178762960314623,-8.6294498737619
"1191","partidos","2",3,11188,0.000268144440471934,-8.22398476565374
"1192","pasada","1",2,11188,0.000178762960314623,-8.6294498737619
"1193","pasar","1",2,11188,0.000178762960314623,-8.6294498737619
"1194","pase","1",2,11188,0.000178762960314623,-8.6294498737619
"1195","paseo","1",2,11188,0.000178762960314623,-8.6294498737619
"1196","pasion","1",2,11188,0.000178762960314623,-8.6294498737619
"1197","paso","2",3,11188,0.000268144440471934,-8.22398476565374
"1198","pata","1",2,11188,0.000178762960314623,-8.6294498737619
"1199","pedro","1",2,11188,0.000178762960314623,-8.6294498737619
"1200","peerlyrdgz","1",2,11188,0.000178762960314623,-8.6294498737619
"1201","pelear","1",2,11188,0.000178762960314623,-8.6294498737619
"1202","pena","2",3,11188,0.000268144440471934,-8.22398476565374
"1203","penales","1",2,11188,0.000178762960314623,-8.6294498737619
"1204","penaltis","1",2,11188,0.000178762960314623,-8.6294498737619
"1205","penarol","1",2,11188,0.000178762960314623,-8.6294498737619
"1206","pensamos","1",2,11188,0.000178762960314623,-8.6294498737619
"1207","pensarlo","1",2,11188,0.000178762960314623,-8.6294498737619
"1208","penultima","1",2,11188,0.000178762960314623,-8.6294498737619
"1209","penultimo","1",2,11188,0.000178762960314623,-8.6294498737619
"1210","peralta","1",2,11188,0.000178762960314623,-8.6294498737619
"1211","perdiste","1",2,11188,0.000178762960314623,-8.6294498737619
"1212","periodo","1",2,11188,0.000178762960314623,-8.6294498737619
"1213","pertenece","1",2,11188,0.000178762960314623,-8.6294498737619
"1214","pesadilla","1",2,11188,0.000178762960314623,-8.6294498737619
"1215","pictures","1",2,11188,0.000178762960314623,-8.6294498737619
"1216","piensa","1",2,11188,0.000178762960314623,-8.6294498737619
"1217","pierdas","1",2,11188,0.000178762960314623,-8.6294498737619
"1218","pierde","1",2,11188,0.000178762960314623,-8.6294498737619
"1219","pies","1",2,11188,0.000178762960314623,-8.6294498737619
"1220","piscinazo","1",2,11188,0.000178762960314623,-8.6294498737619
"1221","piso","1",2,11188,0.000178762960314623,-8.6294498737619
"1222","plantel","1",2,11188,0.000178762960314623,-8.6294498737619
"1223","platica","1",2,11188,0.000178762960314623,-8.6294498737619
"1224","platinum","1",2,11188,0.000178762960314623,-8.6294498737619
"1225","play","1",2,11188,0.000178762960314623,-8.6294498737619
"1226","plena","1",2,11188,0.000178762960314623,-8.6294498737619
"1227","pobre","1",2,11188,0.000178762960314623,-8.6294498737619
"1228","poderoso","1",2,11188,0.000178762960314623,-8.6294498737619
"1229","podria","1",2,11188,0.000178762960314623,-8.6294498737619
"1230","polemica","1",2,11188,0.000178762960314623,-8.6294498737619
"1231","ponen","1",2,11188,0.000178762960314623,-8.6294498737619
"1232","pongo","1",2,11188,0.000178762960314623,-8.6294498737619
"1233","poniendo","1",2,11188,0.000178762960314623,-8.6294498737619
"1234","poniendonos","1",2,11188,0.000178762960314623,-8.6294498737619
"1235","poniendose","1",2,11188,0.000178762960314623,-8.6294498737619
"1236","porfavor","1",2,11188,0.000178762960314623,-8.6294498737619
"1237","porterosguila","1",2,11188,0.000178762960314623,-8.6294498737619
"1238","posibles","1",2,11188,0.000178762960314623,-8.6294498737619
"1239","precio","1",2,11188,0.000178762960314623,-8.6294498737619
"1240","preciosura","1",2,11188,0.000178762960314623,-8.6294498737619
"1241","preferente","1",2,11188,0.000178762960314623,-8.6294498737619
"1242","prefieres","1",2,11188,0.000178762960314623,-8.6294498737619
"1243","prefirieron","1",2,11188,0.000178762960314623,-8.6294498737619
