"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1491","perdidos","1",2,19190,0.000104220948410631,-9.1689974084418
"1492","perdio","1",2,19190,0.000104220948410631,-9.1689974084418
"1493","perfectas","1",2,19190,0.000104220948410631,-9.1689974084418
"1494","periodicopausa","1",2,19190,0.000104220948410631,-9.1689974084418
"1495","perrito","1",2,19190,0.000104220948410631,-9.1689974084418
"1496","perros","1",2,19190,0.000104220948410631,-9.1689974084418
"1497","perry","1",2,19190,0.000104220948410631,-9.1689974084418
"1498","persisten","1",2,19190,0.000104220948410631,-9.1689974084418
"1499","persona","1",2,19190,0.000104220948410631,-9.1689974084418
"1500","personaje","1",2,19190,0.000104220948410631,-9.1689974084418
"1501","personalizada","1",2,19190,0.000104220948410631,-9.1689974084418
"1502","pesaba","1",2,19190,0.000104220948410631,-9.1689974084418
"1503","pesado","1",2,19190,0.000104220948410631,-9.1689974084418
"1504","peza","1",2,19190,0.000104220948410631,-9.1689974084418
"1505","pgnguatemala","1",2,19190,0.000104220948410631,-9.1689974084418
"1506","phdcondepresion","1",2,19190,0.000104220948410631,-9.1689974084418
"1507","piatti","1",2,19190,0.000104220948410631,-9.1689974084418
"1508","pidela","1",2,19190,0.000104220948410631,-9.1689974084418
"1509","pierdas","1",2,19190,0.000104220948410631,-9.1689974084418
"1510","pierden","1",2,19190,0.000104220948410631,-9.1689974084418
"1511","pinosuarez","1",2,19190,0.000104220948410631,-9.1689974084418
"1512","pirotecnia","1",2,19190,0.000104220948410631,-9.1689974084418
"1513","pitaran","1",2,19190,0.000104220948410631,-9.1689974084418
"1514","plan","1",2,19190,0.000104220948410631,-9.1689974084418
"1515","plato","1",2,19190,0.000104220948410631,-9.1689974084418
"1516","play","1",2,19190,0.000104220948410631,-9.1689974084418
"1517","pncdeguatemala","1",2,19190,0.000104220948410631,-9.1689974084418
"1518","poblanos","1",2,19190,0.000104220948410631,-9.1689974084418
"1519","poder","6",7,19190,0.000364773319437207,-7.91623443994643
"1520","podra","1",2,19190,0.000104220948410631,-9.1689974084418
"1521","podras","1",2,19190,0.000104220948410631,-9.1689974084418
"1522","podria","1",2,19190,0.000104220948410631,-9.1689974084418
"1523","poesia","2",3,19190,0.000156331422615946,-8.76353230033364
"1524","poeta","1",2,19190,0.000104220948410631,-9.1689974084418
